Equipo,Tiros,A_Gol,Goles,Ratio_TiroAGolxTiro,Ratio_GolxTiro,Ratio_GolxTiroAGol
Toluca,21,7,3,0.333333333,0.142857143,0.428571429
Toluca,11,1,1,0.090909091,0.090909091,1
Toluca,11,6,2,0.545454545,0.181818182,0.333333333
Toluca,15,7,2,0.466666667,0.133333333,0.285714286
Toluca,24,10,5,0.416666667,0.208333333,0.5
Toluca,9,4,0,0.444444444,0,0
Toluca,19,5,3,0.263157895,0.157894737,0.6
Toluca,18,7,2,0.388888889,0.111111111,0.285714286
Toluca,29,10,4,0.344827586,0.137931034,0.4
Toluca,16,2,0,0.125,0,0
Toluca,13,2,1,0.153846154,0.076923077,0.5
Toluca,8,0,0,0,0,#¡DIV/0!
Toluca,9,2,0,0.222222222,0,0
Toluca,8,4,0,0.5,0,0
Toluca,10,2,2,0.2,0.2,1
Toluca,13,3,1,0.230769231,0.076923077,0.333333333
Toluca,6,2,1,0.333333333,0.166666667,0.5
Toluca,15,2,0,0.133333333,0,0
Toluca,10,2,1,0.2,0.1,0.5
Toluca,23,8,3,0.347826087,0.130434783,0.375
Toluca,12,4,1,0.333333333,0.083333333,0.25
Toluca,10,3,2,0.3,0.2,0.666666667
Toluca,18,6,1,0.333333333,0.055555556,0.166666667
Toluca,9,3,1,0.333333333,0.111111111,0.333333333
Toluca,12,4,2,0.333333333,0.166666667,0.5
Toluca,3,1,0,0.333333333,0,0
Toluca,7,2,1,0.285714286,0.142857143,0.5
Toluca,7,5,0,0.714285714,0,0
Toluca,11,3,2,0.272727273,0.181818182,0.666666667
Toluca,9,6,1,0.666666667,0.111111111,0.166666667
Toluca,16,6,2,0.375,0.125,0.333333333
Toluca,17,5,2,0.294117647,0.117647059,0.4
Toluca,15,7,3,0.466666667,0.2,0.428571429
Toluca,20,6,3,0.3,0.15,0.5
Toluca,9,2,1,0.222222222,0.111111111,0.5
Toluca,10,4,2,0.4,0.2,0.5
Toluca,10,4,2,0.4,0.2,0.5
Toluca,14,6,5,0.428571429,0.357142857,0.833333333
Toluca,13,3,0,0.230769231,0,0
Toluca,7,4,2,0.571428571,0.285714286,0.5
Toluca,5,3,0,0.6,0,0
Toluca,14,3,1,0.214285714,0.071428571,0.333333333
Toluca,9,4,3,0.444444444,0.333333333,0.75
Toluca,20,6,2,0.3,0.1,0.333333333
Pumas UNAM,17,5,0,0.294117647,0,0
Pumas UNAM,12,4,1,0.333333333,0.083333333,0.25
Pumas UNAM,10,2,2,0.2,0.2,1
Pumas UNAM,16,2,0,0.125,0,0
Pumas UNAM,13,5,1,0.384615385,0.076923077,0.2
Pumas UNAM,11,4,2,0.363636364,0.181818182,0.5
Pumas UNAM,14,4,1,0.285714286,0.071428571,0.25
Pumas UNAM,12,4,1,0.333333333,0.083333333,0.25
Pumas UNAM,22,5,1,0.227272727,0.045454545,0.2
Pumas UNAM,16,7,2,0.4375,0.125,0.285714286
Pumas UNAM,17,11,3,0.647058824,0.176470588,0.272727273
Pumas UNAM,17,5,0,0.294117647,0,0
Pumas UNAM,17,7,2,0.411764706,0.117647059,0.285714286
Pumas UNAM,14,5,0,0.357142857,0,0
Pumas UNAM,14,3,1,0.214285714,0.071428571,0.333333333
Pumas UNAM,11,3,1,0.272727273,0.090909091,0.333333333
Pumas UNAM,32,10,2,0.3125,0.0625,0.2
Pumas UNAM,13,8,2,0.615384615,0.153846154,0.25
Pumas UNAM,17,6,2,0.352941176,0.117647059,0.333333333
Pumas UNAM,15,5,2,0.333333333,0.133333333,0.4
Pumas UNAM,20,3,0,0.15,0,0
Pumas UNAM,8,1,0,0.125,0,0
Pumas UNAM,26,6,2,0.230769231,0.076923077,0.333333333
Pumas UNAM,18,2,0,0.111111111,0,0
Pumas UNAM,18,5,0,0.277777778,0,0
Pumas UNAM,16,5,2,0.3125,0.125,0.4
Pumas UNAM,9,3,1,0.333333333,0.111111111,0.333333333
Pumas UNAM,15,3,1,0.2,0.066666667,0.333333333
Pumas UNAM,12,7,2,0.583333333,0.166666667,0.285714286
Pumas UNAM,9,4,4,0.444444444,0.444444444,1
Pumas UNAM,9,2,1,0.222222222,0.111111111,0.5
Pumas UNAM,8,4,1,0.5,0.125,0.25
Pumas UNAM,22,7,0,0.318181818,0,0
Pumas UNAM,23,9,5,0.391304348,0.217391304,0.555555556
Pumas UNAM,22,5,1,0.227272727,0.045454545,0.2
Pumas UNAM,23,6,1,0.260869565,0.043478261,0.166666667
Pumas UNAM,8,1,0,0.125,0,0
Pumas UNAM,12,6,2,0.5,0.166666667,0.333333333
Pumas UNAM,17,5,4,0.294117647,0.235294118,0.8
Pumas UNAM,5,4,2,0.8,0.4,0.5
Pumas UNAM,24,6,1,0.25,0.041666667,0.166666667
Pumas UNAM,13,5,2,0.384615385,0.153846154,0.4
Pumas UNAM,6,4,1,0.666666667,0.166666667,0.25
Pumas UNAM,14,8,4,0.571428571,0.285714286,0.5
Pumas UNAM,19,8,3,0.421052632,0.157894737,0.375
Pumas UNAM,13,3,1,0.230769231,0.076923077,0.333333333
Pumas UNAM,4,0,0,0,0,#¡DIV/0!
Pumas UNAM,16,7,3,0.4375,0.1875,0.428571429
Monterrey,12,8,5,0.666666667,0.416666667,0.625
Monterrey,20,6,2,0.3,0.1,0.333333333
Monterrey,10,2,2,0.2,0.2,1
Monterrey,9,5,3,0.555555556,0.333333333,0.6
Monterrey,12,3,1,0.25,0.083333333,0.333333333
Monterrey,25,11,4,0.44,0.16,0.363636364
Monterrey,13,3,3,0.230769231,0.230769231,1
Monterrey,9,0,0,0,0,#¡DIV/0!
Monterrey,19,2,0,0.105263158,0,0
Monterrey,24,6,1,0.25,0.041666667,0.166666667
Monterrey,16,6,2,0.375,0.125,0.333333333
Monterrey,17,5,3,0.294117647,0.176470588,0.6
Monterrey,13,2,1,0.153846154,0.076923077,0.5
Monterrey,8,4,0,0.5,0,0
Monterrey,16,4,0,0.25,0,0
Monterrey,17,5,2,0.294117647,0.117647059,0.4
Monterrey,18,11,5,0.611111111,0.277777778,0.454545455
Monterrey,8,3,1,0.375,0.125,0.333333333
Monterrey,10,5,5,0.5,0.5,1
Monterrey,14,6,4,0.428571429,0.285714286,0.666666667
Monterrey,14,3,1,0.214285714,0.071428571,0.333333333
Monterrey,9,5,1,0.555555556,0.111111111,0.2
Monterrey,13,3,2,0.230769231,0.153846154,0.666666667
Monterrey,7,3,1,0.428571429,0.142857143,0.333333333
Monterrey,7,1,0,0.142857143,0,0
Monterrey,21,4,1,0.19047619,0.047619048,0.25
Monterrey,9,4,1,0.444444444,0.111111111,0.25
Monterrey,16,6,0,0.375,0,0
Monterrey,11,7,2,0.636363636,0.181818182,0.285714286
Monterrey,14,1,0,0.071428571,0,0
Monterrey,21,5,3,0.238095238,0.142857143,0.6
Monterrey,18,3,1,0.166666667,0.055555556,0.333333333
Monterrey,17,3,2,0.176470588,0.117647059,0.666666667
Monterrey,17,6,1,0.352941176,0.058823529,0.166666667
Monterrey,14,4,2,0.285714286,0.142857143,0.5
Monterrey,11,2,0,0.181818182,0,0
Monterrey,13,3,0,0.230769231,0,0
Monterrey,12,3,3,0.25,0.25,1
Monterrey,4,1,1,0.25,0.25,1
Monterrey,14,2,0,0.142857143,0,0
Monterrey,15,5,1,0.333333333,0.066666667,0.2
Monterrey,24,10,1,0.416666667,0.041666667,0.1
Monterrey,10,8,3,0.8,0.3,0.375
Monterrey,24,11,1,0.458333333,0.041666667,0.090909091
Monterrey,16,7,4,0.4375,0.25,0.571428571
Monterrey,19,10,2,0.526315789,0.105263158,0.2
Monterrey,17,7,5,0.411764706,0.294117647,0.714285714
Monterrey,9,6,1,0.666666667,0.111111111,0.166666667
Monterrey,24,8,2,0.333333333,0.083333333,0.25
Monterrey,8,5,1,0.625,0.125,0.2
Monterrey,17,8,3,0.470588235,0.176470588,0.375
Monterrey,16,8,1,0.5,0.0625,0.125
Monterrey,16,8,2,0.5,0.125,0.25
Monterrey,20,6,2,0.3,0.1,0.333333333
Monterrey,16,6,1,0.375,0.0625,0.166666667
Monterrey,13,5,2,0.384615385,0.153846154,0.4
Monterrey,7,3,0,0.428571429,0,0
Monterrey,19,4,1,0.210526316,0.052631579,0.25
Monterrey,10,2,2,0.2,0.2,1
Monterrey,15,5,1,0.333333333,0.066666667,0.2
Monterrey,25,8,1,0.32,0.04,0.125
Monterrey,20,9,0,0.45,0,0
Monterrey,24,5,0,0.208333333,0,0
Monterrey,15,4,2,0.266666667,0.133333333,0.5
Morelia,13,4,1,0.307692308,0.076923077,0.25
Morelia,5,0,0,0,0,#¡DIV/0!
Morelia,20,8,2,0.4,0.1,0.25
Morelia,7,2,0,0.285714286,0,0
Morelia,16,3,1,0.1875,0.0625,0.333333333
Morelia,9,1,0,0.111111111,0,0
Morelia,12,6,2,0.5,0.166666667,0.333333333
Morelia,9,3,0,0.333333333,0,0
Morelia,17,7,2,0.411764706,0.117647059,0.285714286
Morelia,15,7,2,0.466666667,0.133333333,0.285714286
Morelia,18,9,1,0.5,0.055555556,0.111111111
Morelia,10,2,2,0.2,0.2,1
Morelia,15,6,1,0.4,0.066666667,0.166666667
Morelia,14,4,1,0.285714286,0.071428571,0.25
Morelia,11,4,3,0.363636364,0.272727273,0.75
Morelia,10,2,1,0.2,0.1,0.5
Morelia,8,2,1,0.25,0.125,0.5
Morelia,8,3,2,0.375,0.25,0.666666667
Morelia,3,2,0,0.666666667,0,0
Morelia,11,5,2,0.454545455,0.181818182,0.4
Morelia,15,2,0,0.133333333,0,0
Morelia,12,2,0,0.166666667,0,0
Morelia,5,2,2,0.4,0.4,1
Morelia,11,6,1,0.545454545,0.090909091,0.166666667
Morelia,16,5,1,0.3125,0.0625,0.2
Morelia,6,3,2,0.5,0.333333333,0.666666667
Morelia,10,1,1,0.1,0.1,1
Morelia,6,3,2,0.5,0.333333333,0.666666667
Morelia,14,7,2,0.5,0.142857143,0.285714286
Morelia,8,5,3,0.625,0.375,0.6
Morelia,10,3,2,0.3,0.2,0.666666667
Morelia,16,10,6,0.625,0.375,0.6
Morelia,10,2,1,0.2,0.1,0.5
Morelia,19,7,3,0.368421053,0.157894737,0.428571429
Morelia,8,5,1,0.625,0.125,0.2
Morelia,17,5,3,0.294117647,0.176470588,0.6
Morelia,11,6,2,0.545454545,0.181818182,0.333333333
Morelia,13,6,2,0.461538462,0.153846154,0.333333333
Morelia,7,4,0,0.571428571,0,0
Morelia,16,5,0,0.3125,0,0
Morelia,7,3,2,0.428571429,0.285714286,0.666666667
Morelia,6,3,0,0.5,0,0
Morelia,14,7,1,0.5,0.071428571,0.142857143
Morelia,17,4,3,0.235294118,0.176470588,0.75
Morelia,7,2,1,0.285714286,0.142857143,0.5
Morelia,10,5,2,0.5,0.2,0.4
Morelia,23,4,2,0.173913043,0.086956522,0.5
Morelia,12,4,2,0.333333333,0.166666667,0.5
Necaxa,9,3,2,0.333333333,0.222222222,0.666666667
Necaxa,3,2,1,0.666666667,0.333333333,0.5
Necaxa,16,8,3,0.5,0.1875,0.375
Necaxa,19,5,0,0.263157895,0,0
Necaxa,9,4,4,0.444444444,0.444444444,1
Necaxa,5,2,1,0.4,0.2,0.5
Necaxa,18,5,3,0.277777778,0.166666667,0.6
Necaxa,17,3,2,0.176470588,0.117647059,0.666666667
Necaxa,21,8,1,0.380952381,0.047619048,0.125
Necaxa,10,5,1,0.5,0.1,0.2
Necaxa,11,6,3,0.545454545,0.272727273,0.5
Necaxa,14,2,1,0.142857143,0.071428571,0.5
Necaxa,15,5,2,0.333333333,0.133333333,0.4
Necaxa,21,7,2,0.333333333,0.095238095,0.285714286
Necaxa,12,4,1,0.333333333,0.083333333,0.25
Necaxa,12,5,2,0.416666667,0.166666667,0.4
Necaxa,10,2,2,0.2,0.2,1
Necaxa,17,5,2,0.294117647,0.117647059,0.4
Necaxa,20,7,1,0.35,0.05,0.142857143
Necaxa,11,4,1,0.363636364,0.090909091,0.25
Necaxa,9,4,0,0.444444444,0,0
Necaxa,13,1,0,0.076923077,0,0
Necaxa,7,1,0,0.142857143,0,0
Necaxa,15,7,7,0.466666667,0.466666667,1
Necaxa,9,2,1,0.222222222,0.111111111,0.5
Necaxa,19,8,3,0.421052632,0.157894737,0.375
Necaxa,10,5,2,0.5,0.2,0.4
Necaxa,14,5,1,0.357142857,0.071428571,0.2
Necaxa,18,5,3,0.277777778,0.166666667,0.6
Necaxa,12,5,2,0.416666667,0.166666667,0.4
Necaxa,18,6,2,0.333333333,0.111111111,0.333333333
Necaxa,8,2,2,0.25,0.25,1
Necaxa,10,3,0,0.3,0,0
Necaxa,13,4,3,0.307692308,0.230769231,0.75
Necaxa,11,3,2,0.272727273,0.181818182,0.666666667
Necaxa,13,4,2,0.307692308,0.153846154,0.5
Necaxa,15,3,1,0.2,0.066666667,0.333333333
Necaxa,14,2,0,0.142857143,0,0
Necaxa,13,6,3,0.461538462,0.230769231,0.5
Necaxa,13,5,2,0.384615385,0.153846154,0.4
Necaxa,14,5,1,0.357142857,0.071428571,0.2
Necaxa,12,4,3,0.333333333,0.25,0.75
Necaxa,12,4,1,0.333333333,0.083333333,0.25
Pachuca,11,3,0,0.272727273,0,0
Pachuca,28,9,3,0.321428571,0.107142857,0.333333333
Pachuca,8,4,0,0.5,0,0
Pachuca,13,8,2,0.615384615,0.153846154,0.25
Pachuca,14,6,1,0.428571429,0.071428571,0.166666667
Pachuca,22,6,1,0.272727273,0.045454545,0.166666667
Pachuca,12,6,2,0.5,0.166666667,0.333333333
Pachuca,16,7,3,0.4375,0.1875,0.428571429
Pachuca,6,2,2,0.333333333,0.333333333,1
Pachuca,13,7,0,0.538461538,0,0
Pachuca,19,7,4,0.368421053,0.210526316,0.571428571
Pachuca,10,3,1,0.3,0.1,0.333333333
Pachuca,11,5,3,0.454545455,0.272727273,0.6
Pachuca,11,4,0,0.363636364,0,0
Pachuca,22,13,9,0.590909091,0.409090909,0.692307692
Pachuca,10,6,2,0.6,0.2,0.333333333
Pachuca,30,8,1,0.266666667,0.033333333,0.125
Pachuca,17,5,1,0.294117647,0.058823529,0.2
Pachuca,18,7,1,0.388888889,0.055555556,0.142857143
Pachuca,8,5,1,0.625,0.125,0.2
Pachuca,26,8,1,0.307692308,0.038461538,0.125
Pachuca,17,5,3,0.294117647,0.176470588,0.6
Pachuca,20,6,1,0.3,0.05,0.166666667
Pachuca,14,4,1,0.285714286,0.071428571,0.25
Pachuca,13,6,4,0.461538462,0.307692308,0.666666667
Pachuca,20,8,3,0.4,0.15,0.375
Pachuca,12,3,1,0.25,0.083333333,0.333333333
Pachuca,13,3,0,0.230769231,0,0
Pachuca,14,4,2,0.285714286,0.142857143,0.5
Pachuca,24,8,4,0.333333333,0.166666667,0.5
Pachuca,8,5,4,0.625,0.5,0.8
Pachuca,11,3,2,0.272727273,0.181818182,0.666666667
Pachuca,15,5,0,0.333333333,0,0
Pachuca,18,8,0,0.444444444,0,0
Pachuca,16,8,2,0.5,0.125,0.25
Pachuca,19,10,2,0.526315789,0.105263158,0.2
Pachuca,13,3,0,0.230769231,0,0
Pachuca,17,6,2,0.352941176,0.117647059,0.333333333
Pachuca,13,5,1,0.384615385,0.076923077,0.2
Pachuca,21,2,0,0.095238095,0,0
Pachuca,5,2,0,0.4,0,0
Pachuca,11,6,2,0.545454545,0.181818182,0.333333333
Pachuca,9,2,1,0.222222222,0.111111111,0.5
Pachuca,16,6,1,0.375,0.0625,0.166666667
Pachuca,9,5,1,0.555555556,0.111111111,0.2
Pachuca,15,5,2,0.333333333,0.133333333,0.4
Pachuca,18,5,1,0.277777778,0.055555556,0.2
Pachuca,13,6,1,0.461538462,0.076923077,0.166666667
Puebla,12,3,1,0.25,0.083333333,0.333333333
Puebla,11,2,0,0.181818182,0,0
Puebla,14,3,1,0.214285714,0.071428571,0.333333333
Puebla,6,3,1,0.5,0.166666667,0.333333333
Puebla,12,2,1,0.166666667,0.083333333,0.5
Puebla,9,3,2,0.333333333,0.222222222,0.666666667
Puebla,17,4,1,0.235294118,0.058823529,0.25
Puebla,7,3,0,0.428571429,0,0
Puebla,7,4,1,0.571428571,0.142857143,0.25
Puebla,10,3,1,0.3,0.1,0.333333333
Puebla,4,1,0,0.25,0,0
Puebla,21,7,1,0.333333333,0.047619048,0.142857143
Puebla,13,4,1,0.307692308,0.076923077,0.25
Puebla,12,3,0,0.25,0,0
Puebla,12,5,3,0.416666667,0.25,0.6
Puebla,25,7,1,0.28,0.04,0.142857143
Puebla,9,3,0,0.333333333,0,0
Puebla,8,4,1,0.5,0.125,0.25
Puebla,22,4,1,0.181818182,0.045454545,0.25
Puebla,15,4,1,0.266666667,0.066666667,0.25
Puebla,12,2,0,0.166666667,0,0
Puebla,9,2,1,0.222222222,0.111111111,0.5
Puebla,17,4,2,0.235294118,0.117647059,0.5
Puebla,11,4,1,0.363636364,0.090909091,0.25
Puebla,7,4,1,0.571428571,0.142857143,0.25
Puebla,9,4,2,0.444444444,0.222222222,0.5
Puebla,9,5,1,0.555555556,0.111111111,0.2
Puebla,10,3,2,0.3,0.2,0.666666667
Puebla,16,4,1,0.25,0.0625,0.25
Puebla,17,4,0,0.235294118,0,0
Puebla,14,3,0,0.214285714,0,0
Puebla,15,3,0,0.2,0,0
Puebla,13,4,1,0.307692308,0.076923077,0.25
Puebla,10,4,2,0.4,0.2,0.5
Puebla,10,6,3,0.6,0.3,0.5
Puebla,3,2,1,0.666666667,0.333333333,0.5
Puebla,11,4,0,0.363636364,0,0
Puebla,13,3,0,0.230769231,0,0
Puebla,13,4,0,0.307692308,0,0
Puebla,14,6,2,0.428571429,0.142857143,0.333333333
Puebla,11,4,0,0.363636364,0,0
Puebla,16,7,2,0.4375,0.125,0.285714286
Puebla,3,1,1,0.333333333,0.333333333,1
Puebla,3,1,0,0.333333333,0,0
Puebla,10,4,1,0.4,0.1,0.25
Queretaro,13,5,1,0.384615385,0.076923077,0.2
Queretaro,7,1,0,0.142857143,0,0
Queretaro,17,1,1,0.058823529,0.058823529,1
Queretaro,7,1,0,0.142857143,0,0
Queretaro,13,5,0,0.384615385,0,0
Queretaro,9,6,0,0.666666667,0,0
Queretaro,9,5,1,0.555555556,0.111111111,0.2
Queretaro,13,5,3,0.384615385,0.230769231,0.6
Queretaro,11,2,0,0.181818182,0,0
Queretaro,4,3,1,0.75,0.25,0.333333333
Queretaro,11,4,1,0.363636364,0.090909091,0.25
Queretaro,6,1,0,0.166666667,0,0
Queretaro,15,4,0,0.266666667,0,0
Queretaro,10,2,1,0.2,0.1,0.5
Queretaro,8,2,0,0.25,0,0
Queretaro,17,9,2,0.529411765,0.117647059,0.222222222
Queretaro,11,3,1,0.272727273,0.090909091,0.333333333
Queretaro,18,7,3,0.388888889,0.166666667,0.428571429
Queretaro,20,7,2,0.35,0.1,0.285714286
Queretaro,22,9,2,0.409090909,0.090909091,0.222222222
Queretaro,19,4,0,0.210526316,0,0
Queretaro,19,9,5,0.473684211,0.263157895,0.555555556
Queretaro,9,2,1,0.222222222,0.111111111,0.5
Queretaro,13,4,2,0.307692308,0.153846154,0.5
Queretaro,16,7,1,0.4375,0.0625,0.142857143
Queretaro,16,3,0,0.1875,0,0
Queretaro,18,7,2,0.388888889,0.111111111,0.285714286
Queretaro,16,4,2,0.25,0.125,0.5
Queretaro,11,6,3,0.545454545,0.272727273,0.5
Queretaro,16,2,0,0.125,0,0
Queretaro,5,1,0,0.2,0,0
Queretaro,15,8,2,0.533333333,0.133333333,0.25
Queretaro,21,7,3,0.333333333,0.142857143,0.428571429
Queretaro,16,2,0,0.125,0,0
Queretaro,4,3,1,0.75,0.25,0.333333333
Queretaro,14,6,2,0.428571429,0.142857143,0.333333333
Queretaro,15,6,3,0.4,0.2,0.5
Queretaro,11,3,1,0.272727273,0.090909091,0.333333333
Queretaro,9,6,2,0.666666667,0.222222222,0.333333333
Queretaro,13,4,1,0.307692308,0.076923077,0.25
Queretaro,9,7,3,0.777777778,0.333333333,0.428571429
Queretaro,6,2,0,0.333333333,0,0
Queretaro,14,6,1,0.428571429,0.071428571,0.166666667
Queretaro,16,3,1,0.1875,0.0625,0.333333333
